# wavelength[angstrom]  transmittance
 9333.0  0.0243
 9333.5  0.0236
 9334.0  0.0228
 9334.5  0.0220
 9335.0  0.0213
 9335.5  0.0206
 9336.0  0.0199
 9336.5  0.0192
 9337.0  0.0186
 9337.5  0.0180
 9338.0  0.0174
 9338.5  0.0169
 9339.0  0.0163
 9339.5  0.0158
 9340.0  0.0153
 9340.5  0.0148
 9341.0  0.0142
 9341.5  0.0137
 9342.0  0.0132
 9342.5  0.0128
 9343.0  0.0122
 9343.5  0.0118
 9344.0  0.0114
 9344.5  0.0110
 9345.0  0.0106
 9345.5  0.0103
 9346.0  0.0099
 9346.5  0.0096
 9347.0  0.0094
 9347.5  0.0092
 9348.0  0.0088
 9348.5  0.0086
 9349.0  0.0083
 9349.5  0.0081
 9350.0  0.0079
 9350.5  0.0077
 9351.0  0.0075
 9351.5  0.0074
 9352.0  0.0073
 9352.5  0.0072
 9353.0  0.0069
 9353.5  0.0065
 9354.0  0.0062
 9354.5  0.0059
 9355.0  0.0057
 9355.5  0.0055
 9356.0  0.0054
 9356.5  0.0054
 9357.0  0.0054
 9357.5  0.0054
 9358.0  0.0052
 9358.5  0.0050
 9359.0  0.0049
 9359.5  0.0048
 9360.0  0.0048
 9360.5  0.0046
 9361.0  0.0043
 9361.5  0.0042
 9362.0  0.0041
 9362.5  0.0041
 9363.0  0.0039
 9363.5  0.0038
 9364.0  0.0038
 9364.5  0.0038
 9365.0  0.0039
 9365.5  0.0037
 9366.0  0.0035
 9366.5  0.0034
 9367.0  0.0034
 9367.5  0.0035
 9368.0  0.0033
 9368.5  0.0031
 9369.0  0.0031
 9369.5  0.0031
 9370.0  0.0032
 9370.5  0.0031
 9371.0  0.0030
 9371.5  0.0029
 9372.0  0.0029
 9372.5  0.0031
 9373.0  0.0027
 9373.5  0.0025
 9374.0  0.0023
 9374.5  0.0023
 9375.0  0.0023
 9375.5  0.0021
 9376.0  0.0020
 9376.5  0.0019
 9377.0  0.0020
 9377.5  0.0020
 9378.0  0.0019
 9378.5  0.0018
 9379.0  0.0018
 9379.5  0.0020
 9380.0  0.0021
 9380.5  0.0020
 9381.0  0.0020
 9381.5  0.0020
 9382.0  0.0021
 9382.5  0.0023
 9383.0  0.0021
 9383.5  0.0019
 9384.0  0.0019
 9384.5  0.0019
 9385.0  0.0020
 9385.5  0.0018
 9386.0  0.0017
 9386.5  0.0016
 9387.0  0.0017
 9387.5  0.0018
 9388.0  0.0016
 9388.5  0.0015
 9389.0  0.0014
 9389.5  0.0015
 9390.0  0.0016
 9390.5  0.0015
 9391.0  0.0014
 9391.5  0.0015
 9392.0  0.0017
 9392.5  0.0019
 9393.0  0.0016
 9393.5  0.0015
 9394.0  0.0014
 9394.5  0.0014
 9395.0  0.0016
 9395.5  0.0015
 9396.0  0.0014
 9396.5  0.0015
 9397.0  0.0017
 9397.5  0.0019
 9398.0  0.0017
 9398.5  0.0016
 9399.0  0.0015
 9399.5  0.0016
 9400.0  0.0017
 9400.5  0.0015
 9401.0  0.0014
 9401.5  0.0013
 9402.0  0.0013
 9402.5  0.0014
 9403.0  0.0013
 9403.5  0.0013
 9404.0  0.0014
 9404.5  0.0015
 9405.0  0.0017
 9405.5  0.0017
 9406.0  0.0017
 9406.5  0.0018
 9407.0  0.0020
 9407.5  0.0023
 9408.0  0.0020
 9408.5  0.0018
 9409.0  0.0017
 9409.5  0.0017
 9410.0  0.0018
 9410.5  0.0016
 9411.0  0.0014
 9411.5  0.0014
 9412.0  0.0016
 9412.5  0.0018
 9413.0  0.0015
