# wavelength[angstrom]  transmittance
 6227.1  0.9772
 6231.4  0.9771
 6235.7  0.9769
 6240.0  0.9779
 6244.3  0.9777
 6248.6  0.9774
 6252.9  0.9778
 6257.2  0.9771
 6261.5  0.9776
 6265.8  0.9776
 6270.1  0.9773
 6274.4  0.9775
 6278.7  0.9768
 6283.0  0.9769
 6287.3  0.9768
 6291.6  0.9760
 6295.9  0.9766
 6300.2  0.9763
 6304.5  0.9765
 6308.8  0.9769
 6313.1  0.9771
 6317.4  0.9777
 6321.7  0.9774
 6326.1  0.9779
 6330.4  0.9778
 6334.7  0.9778
 6339.0  0.9780
 6343.3  0.9777
 6347.6  0.9774
 6351.9  0.9775
 6356.2  0.9768
 6360.5  0.9765
 6364.8  0.9759
 6369.2  0.9761
 6373.5  0.9763
 6377.8  0.9757
 6382.1  0.9760
 6386.4  0.9762
 6390.7  0.9768
 6395.0  0.9773
 6399.3  0.9775
 6403.7  0.9775
 6408.0  0.9781
 6412.3  0.9782
 6416.6  0.9788
 6420.9  0.9787
 6425.2  0.9789
 6429.6  0.9789
 6433.9  0.9783
 6438.2  0.9785
 6442.5  0.9782
 6446.8  0.9778
 6451.1  0.9784
 6455.5  0.9780
 6459.8  0.9778
 6464.1  0.9782
 6468.4  0.9781
 6472.7  0.9782
 6477.1  0.9786
 6481.4  0.9789
 6485.7  0.9791
 6490.0  0.9798
 6494.4  0.9798
 6498.7  0.9803
 6503.0  0.9803
 6507.3  0.9805
 6511.6  0.9810
 6516.0  0.9811
 6520.3  0.9809
 6524.6  0.9815
 6528.9  0.9812
 6533.3  0.9817
 6537.6  0.9813
 6541.9  0.9816
 6546.3  0.9814
 6550.6  0.9816
 6554.9  0.9813
 6559.2  0.9810
 6563.6  0.9816
 6567.9  0.9810
 6572.2  0.9808
 6576.6  0.9809
 6580.9  0.9805
 6585.2  0.9803
 6589.5  0.9802
 6593.9  0.9801
 6598.2  0.9806
 6602.5  0.9801
 6606.9  0.9803
 6611.2  0.9801
 6615.5  0.9807
 6619.9  0.9803
 6624.2  0.9806
 6628.5  0.9814
 6632.9  0.9812
 6637.2  0.9814
 6641.5  0.9817
 6645.9  0.9812
 6650.2  0.9809
 6654.6  0.9812
 6658.9  0.9806
 6663.2  0.9811
 6667.6  0.9803
 6671.9  0.9797
 6676.2  0.9793
 6680.6  0.9798
 6684.9  0.9791
 6689.3  0.9794
 6693.6  0.9795
 6697.9  0.9797
 6702.3  0.9795
 6706.6  0.9802
 6711.0  0.9799
 6715.3  0.9804
 6719.6  0.9805
 6724.0  0.9803
 6728.3  0.9805
 6732.7  0.9807
 6737.0  0.9806
 6741.4  0.9805
 6745.7  0.9804
 6750.0  0.9801
 6754.4  0.9803
 6758.7  0.9801
 6763.1  0.9802
 6767.4  0.9803
 6771.8  0.9803
 6776.1  0.9806
 6780.5  0.9805
 6784.8  0.9806
 6789.2  0.9807
 6793.5  0.9808
 6797.9  0.9806
 6802.2  0.9806
 6806.6  0.9807
 6810.9  0.9806
 6815.3  0.9806
 6819.6  0.9805
 6824.0  0.9806
 6828.3  0.9802
 6832.7  0.9803
 6837.0  0.9804
 6841.4  0.9805
 6845.7  0.9804
 6850.1  0.9804
 6854.4  0.9804
 6858.8  0.9800
 6863.1  0.9801
 6867.5  0.9802
 6871.8  0.9801
 6876.2  0.9792
 6880.6  0.9787
 6884.9  0.9770
 6889.3  0.9749
 6893.6  0.9720
 6898.0  0.9682
 6902.3  0.9626
 6906.7  0.9553
 6911.1  0.9464
 6915.4  0.9341
 6919.8  0.9207
 6924.1  0.9042
 6928.5  0.8844
 6932.9  0.8614
 6937.2  0.8364
 6941.6  0.8083
 6945.9  0.7779
 6950.3  0.7452
 6954.7  0.7104
 6959.0  0.6750
 6963.4  0.6385
 6967.7  0.6013
 6972.1  0.5638
 6976.5  0.5268
 6980.8  0.4900
 6985.2  0.4538
 6989.6  0.4181
 6993.9  0.3833
 6998.3  0.3491
 7002.7  0.3161
 7007.0  0.2840
 7011.4  0.2534
 7015.8  0.2245
 7020.1  0.1975
 7024.5  0.1728
 7028.9  0.1505
 7033.2  0.1306
 7037.6  0.1136
 7042.0  0.0989
 7046.3  0.0867
 7050.7  0.0763
 7055.1  0.0676
 7059.4  0.0604
 7063.8  0.0543
 7068.2  0.0493
 7072.6  0.0449
 7076.9  0.0413
 7081.3  0.0381
 7085.7  0.0355
 7090.0  0.0331
 7094.4  0.0310
 7098.8  0.0291
 7103.2  0.0275
 7107.5  0.0260
 7111.9  0.0245
 7116.3  0.0232
 7120.7  0.0220
 7125.0  0.0209
 7129.4  0.0198
 7133.8  0.0188
 7138.2  0.0178
 7142.5  0.0169
 7146.9  0.0161
 7151.3  0.0153
 7155.7  0.0145
 7160.1  0.0139
 7164.4  0.0133
 7168.8  0.0127
 7173.2  0.0123
 7177.6  0.0118
 7182.0  0.0115
 7186.3  0.0111
 7190.7  0.0108
 7195.1  0.0105
 7199.5  0.0103
 7203.9  0.0100
 7208.2  0.0098
 7212.6  0.0097
 7217.0  0.0095
 7221.4  0.0094
 7225.8  0.0092
 7230.2  0.0091
 7234.5  0.0089
 7238.9  0.0088
 7243.3  0.0087
 7247.7  0.0086
 7252.1  0.0085
 7256.5  0.0084
 7260.8  0.0083
 7265.2  0.0082
 7269.6  0.0082
 7274.0  0.0081
 7278.4  0.0080
 7282.8  0.0079
 7287.2  0.0078
 7291.6  0.0078
 7296.0  0.0077
 7300.3  0.0076
 7304.7  0.0075
 7309.1  0.0074
 7313.5  0.0073
 7317.9  0.0073
 7322.3  0.0073
 7326.7  0.0073
 7331.1  0.0072
 7335.5  0.0072
 7339.9  0.0071
 7344.2  0.0070
 7348.6  0.0070
 7353.0  0.0069
 7357.4  0.0069
 7361.8  0.0069
 7366.2  0.0068
 7370.6  0.0068
 7375.0  0.0068
 7379.4  0.0067
 7383.8  0.0067
 7388.2  0.0067
 7392.6  0.0066
 7397.0  0.0065
 7401.4  0.0066
 7405.8  0.0066
 7410.2  0.0065
 7414.6  0.0065
 7419.0  0.0065
 7423.4  0.0065
 7427.8  0.0064
 7432.2  0.0064
 7436.6  0.0064
 7441.0  0.0063
 7445.4  0.0063
 7449.8  0.0063
 7454.2  0.0063
 7458.6  0.0063
 7463.0  0.0063
 7467.4  0.0063
 7471.8  0.0062
 7476.2  0.0062
 7480.6  0.0062
 7485.0  0.0062
 7489.4  0.0062
 7493.8  0.0062
 7498.2  0.0062
