5100.0 0.0000
5110.0 0.0001
5120.0 0.0001
5130.0 0.0002
5140.0 0.0002
5150.0 0.0002
5160.0 0.0002
5170.0 0.0004
5180.0 0.0004
5190.0 0.0004
5200.0 0.0005
5210.0 0.0006
5220.0 0.0007
5230.0 0.0008
5240.0 0.0009
5250.0 0.0010
5260.0 0.0012
5270.0 0.0013
5280.0 0.0015
5290.0 0.0017
5300.0 0.0020
5310.0 0.0025
5320.0 0.0032
5330.0 0.0041
5340.0 0.0052
5350.0 0.0066
5360.0 0.0082
5370.0 0.0104
5380.0 0.0136
5390.0 0.0188
5400.0 0.0266
5410.0 0.0392
5420.0 0.0567
5430.0 0.0810
5440.0 0.1114
5450.0 0.1487
5460.0 0.1946
5470.0 0.2510
5480.0 0.3144
5490.0 0.3800
5500.0 0.4403
5510.0 0.4832
5520.0 0.5077
5530.0 0.5202
5540.0 0.5250
5550.0 0.5272
5560.0 0.5282
5570.0 0.5284
5580.0 0.5286
5590.0 0.5287
5600.0 0.5291
5610.0 0.5300
5620.0 0.5304
5630.0 0.5306
5640.0 0.5308
5650.0 0.5306
5660.0 0.5309
5670.0 0.5308
5680.0 0.5309
5690.0 0.5304
5700.0 0.5304
5710.0 0.5310
5720.0 0.5311
5730.0 0.5324
5740.0 0.5331
5750.0 0.5341
5760.0 0.5352
5770.0 0.5360
5780.0 0.5369
5790.0 0.5380
5800.0 0.5388
5810.0 0.5400
5820.0 0.5413
5830.0 0.5425
5840.0 0.5437
5850.0 0.5442
5860.0 0.5444
5870.0 0.5441
5880.0 0.5437
5890.0 0.5421
5900.0 0.5421
5910.0 0.5436
5920.0 0.5432
5930.0 0.5441
5940.0 0.5441
5950.0 0.5431
5960.0 0.5436
5970.0 0.5433
5980.0 0.5435
5990.0 0.5440
6000.0 0.5442
6010.0 0.5447
6020.0 0.5454
6030.0 0.5458
6040.0 0.5463
6050.0 0.5461
6060.0 0.5463
6070.0 0.5469
6080.0 0.5477
6090.0 0.5486
6100.0 0.5497
6110.0 0.5508
6120.0 0.5510
6130.0 0.5512
6140.0 0.5514
6150.0 0.5517
6160.0 0.5521
6170.0 0.5530
6180.0 0.5539
6190.0 0.5542
6200.0 0.5545
6210.0 0.5543
6220.0 0.5541
6230.0 0.5539
6240.0 0.5537
6250.0 0.5539
6260.0 0.5538
6270.0 0.5532
6280.0 0.5397
6290.0 0.5482
6300.0 0.5470
6310.0 0.5509
6320.0 0.5529
6330.0 0.5548
6340.0 0.5553
6350.0 0.5556
6360.0 0.5558
6370.0 0.5557
6380.0 0.5559
6390.0 0.5564
6400.0 0.5575
6410.0 0.5581
6420.0 0.5584
6430.0 0.5586
6440.0 0.5586
6450.0 0.5583
6460.0 0.5577
6470.0 0.5572
6480.0 0.5565
6490.0 0.5567
6500.0 0.5583
6510.0 0.5584
6520.0 0.5571
6530.0 0.5581
6540.0 0.5581
6550.0 0.5571
6560.0 0.5575
6570.0 0.5571
6580.0 0.5569
6590.0 0.5567
6600.0 0.5565
6610.0 0.5565
6620.0 0.5568
6630.0 0.5568
6640.0 0.5570
6650.0 0.5566
6660.0 0.5561
6670.0 0.5557
6680.0 0.5554
6690.0 0.5550
6700.0 0.5551
6710.0 0.5552
6720.0 0.5555
6730.0 0.5553
6740.0 0.5551
6750.0 0.5547
6760.0 0.5548
6770.0 0.5546
6780.0 0.5546
6790.0 0.5545
6800.0 0.5544
6810.0 0.5538
6820.0 0.5533
6830.0 0.5529
6840.0 0.5521
6850.0 0.5520
6860.0 0.5511
6870.0 0.4577
6880.0 0.4888
6890.0 0.4911
6900.0 0.4962
6910.0 0.5024
6920.0 0.4976
6930.0 0.4795
6940.0 0.4496
6950.0 0.4117
6960.0 0.3646
6970.0 0.3177
6980.0 0.2680
6990.0 0.2197
7000.0 0.1750
7010.0 0.1334
7020.0 0.0971
7030.0 0.0676
7040.0 0.0456
7050.0 0.0313
7060.0 0.0220
7070.0 0.0161
7080.0 0.0121
7090.0 0.0096
7100.0 0.0077
7110.0 0.0063
7120.0 0.0050
7130.0 0.0041
7140.0 0.0032
7150.0 0.0024
7160.0 0.0017
7170.0 0.0012
7180.0 0.0008
7190.0 0.0005
7200.0 0.0004
7210.0 0.0003
7220.0 0.0003
7230.0 0.0002
7240.0 0.0001
7250.0 0.0001
7260.0 0.0001
7270.0 0.0001
7280.0 0.0000
7290.0 0.0000
7300.0 0.0000
