# wavelength[angstrom]  transmittance
 9098.5  0.0370
 9099.0  0.0384
 9099.5  0.0397
 9100.0  0.0411
 9100.5  0.0431
 9101.0  0.0451
 9101.5  0.0471
 9102.0  0.0491
 9102.5  0.0511
 9103.0  0.0535
 9103.5  0.0558
 9104.0  0.0581
 9104.5  0.0605
 9105.0  0.0628
 9105.5  0.0657
 9106.0  0.0686
 9106.5  0.0716
 9107.0  0.0745
 9107.5  0.0774
 9108.0  0.0815
 9108.5  0.0856
 9109.0  0.0897
 9109.5  0.0937
 9110.0  0.0978
 9110.5  0.1025
 9111.0  0.1072
 9111.5  0.1119
 9112.0  0.1165
 9112.5  0.1212
 9113.0  0.1266
 9113.5  0.1319
 9114.0  0.1373
 9114.5  0.1427
 9115.0  0.1481
 9115.5  0.1536
 9116.0  0.1593
 9116.5  0.1649
 9117.0  0.1705
 9117.5  0.1761
 9118.0  0.1823
 9118.5  0.1885
 9119.0  0.1946
 9119.5  0.2007
 9120.0  0.2068
 9120.5  0.2141
 9121.0  0.2214
 9121.5  0.2287
 9122.0  0.2360
 9122.5  0.2432
 9123.0  0.2501
 9123.5  0.2570
 9124.0  0.2638
 9124.5  0.2706
 9125.0  0.2775
 9125.5  0.2854
 9126.0  0.2933
 9126.5  0.3011
 9127.0  0.3090
 9127.5  0.3170
 9128.0  0.3245
 9128.5  0.3320
 9129.0  0.3395
 9129.5  0.3470
 9130.0  0.3545
 9130.5  0.3626
 9131.0  0.3708
 9131.5  0.3790
 9132.0  0.3872
 9132.5  0.3954
 9133.0  0.4032
 9133.5  0.4111
 9134.0  0.4190
 9134.5  0.4269
 9135.0  0.4347
 9135.5  0.4426
 9136.0  0.4505
 9136.5  0.4584
 9137.0  0.4663
 9137.5  0.4743
 9138.0  0.4810
 9138.5  0.4876
 9139.0  0.4943
 9139.5  0.5009
 9140.0  0.5076
 9140.5  0.5151
 9141.0  0.5227
 9141.5  0.5302
 9142.0  0.5378
 9142.5  0.5453
 9143.0  0.5523
 9143.5  0.5592
 9144.0  0.5661
 9144.5  0.5729
 9145.0  0.5798
 9145.5  0.5876
 9146.0  0.5954
 9146.5  0.6032
 9147.0  0.6110
 9147.5  0.6188
 9148.0  0.6258
 9148.5  0.6329
 9149.0  0.6399
 9149.5  0.6470
 9150.0  0.6540
 9150.5  0.6612
 9151.0  0.6683
 9151.5  0.6755
 9152.0  0.6826
 9152.5  0.6897
 9153.0  0.6963
 9153.5  0.7030
 9154.0  0.7096
 9154.5  0.7163
 9155.0  0.7230
 9155.5  0.7289
 9156.0  0.7348
 9156.5  0.7408
 9157.0  0.7467
 9157.5  0.7526
 9158.0  0.7587
 9158.5  0.7647
 9159.0  0.7708
 9159.5  0.7769
 9160.0  0.7829
 9160.5  0.7882
 9161.0  0.7935
 9161.5  0.7988
 9162.0  0.8042
 9162.5  0.8095
 9163.0  0.8144
 9163.5  0.8193
 9164.0  0.8243
 9164.5  0.8291
 9165.0  0.8341
 9165.5  0.8380
 9166.0  0.8419
 9166.5  0.8457
 9167.0  0.8497
 9167.5  0.8536
 9168.0  0.8578
 9168.5  0.8621
 9169.0  0.8663
 9169.5  0.8705
 9170.0  0.8747
 9170.5  0.8780
 9171.0  0.8813
 9171.5  0.8845
 9172.0  0.8878
 9172.5  0.8911
 9173.0  0.8940
 9173.5  0.8968
 9174.0  0.8996
 9174.5  0.9025
 9175.0  0.9053
 9175.5  0.9079
 9176.0  0.9105
 9176.5  0.9130
 9177.0  0.9156
 9177.5  0.9182
 9178.0  0.9192
 9178.5  0.9201
 9179.0  0.9210
 9179.5  0.9220
 9180.0  0.9230
 9180.5  0.9231
 9181.0  0.9233
 9181.5  0.9234
 9182.0  0.9236
 9182.5  0.9237
 9183.0  0.9239
 9183.5  0.9240
 9184.0  0.9241
 9184.5  0.9243
 9185.0  0.9244
 9185.5  0.9248
 9186.0  0.9252
 9186.5  0.9256
 9187.0  0.9261
 9187.5  0.9265
 9188.0  0.9272
 9188.5  0.9280
 9189.0  0.9287
 9189.5  0.9295
 9190.0  0.9303
 9190.5  0.9306
 9191.0  0.9310
 9191.5  0.9314
 9192.0  0.9318
 9192.5  0.9321
 9193.0  0.9334
 9193.5  0.9348
 9194.0  0.9361
 9194.5  0.9375
 9195.0  0.9388
 9195.5  0.9389
 9196.0  0.9390
 9196.5  0.9392
 9197.0  0.9393
 9197.5  0.9394
 9198.0  0.9386
 9198.5  0.9382
 9199.0  0.9378
 9199.5  0.9373
 9200.0  0.9369
 9200.5  0.9378
 9201.0  0.9388
 9201.5  0.9397
 9202.0  0.9407
 9202.5  0.9417
 9203.0  0.9395
 9203.5  0.9374
 9204.0  0.9352
 9204.5  0.9331
 9205.0  0.9311
 9205.5  0.9322
 9206.0  0.9334
 9206.5  0.9346
 9207.0  0.9358
 9207.5  0.9370
 9208.0  0.9369
 9208.5  0.9369
 9209.0  0.9369
 9209.5  0.9368
 9210.0  0.9368
 9210.5  0.9363
 9211.0  0.9359
 9211.5  0.9354
 9212.0  0.9349
 9212.5  0.9345
 9213.0  0.9340
 9213.5  0.9335
 9214.0  0.9330
 9214.5  0.9325
 9215.0  0.9320
 9215.5  0.9311
 9216.0  0.9301
 9216.5  0.9292
 9217.0  0.9283
 9217.5  0.9274
 9218.0  0.9271
 9218.5  0.9267
 9219.0  0.9263
 9219.5  0.9260
 9220.0  0.9257
 9220.5  0.9244
 9221.0  0.9230
 9221.5  0.9217
 9222.0  0.9204
 9222.5  0.9190
 9223.0  0.9187
 9223.5  0.9184
 9224.0  0.9181
 9224.5  0.9178
 9225.0  0.9174
 9225.5  0.9159
 9226.0  0.9143
 9226.5  0.9127
 9227.0  0.9111
 9227.5  0.9095
 9228.0  0.9080
 9228.5  0.9066
 9229.0  0.9051
 9229.5  0.9036
 9230.0  0.9021
 9230.5  0.8998
 9231.0  0.8975
 9231.5  0.8953
 9232.0  0.8930
 9232.5  0.8908
 9233.0  0.8886
 9233.5  0.8865
 9234.0  0.8843
 9234.5  0.8822
 9235.0  0.8800
 9235.5  0.8780
 9236.0  0.8759
 9236.5  0.8739
 9237.0  0.8718
 9237.5  0.8698
 9238.0  0.8654
 9238.5  0.8611
 9239.0  0.8567
 9239.5  0.8524
 9240.0  0.8480
 9240.5  0.8442
 9241.0  0.8403
 9241.5  0.8364
 9242.0  0.8324
 9242.5  0.8285
 9243.0  0.8228
 9243.5  0.8171
 9244.0  0.8114
 9244.5  0.8057
 9245.0  0.8000
 9245.5  0.7953
 9246.0  0.7906
 9246.5  0.7860
 9247.0  0.7814
 9247.5  0.7768
 9248.0  0.7717
 9248.5  0.7667
 9249.0  0.7616
 9249.5  0.7565
 9250.0  0.7515
 9250.5  0.7452
 9251.0  0.7389
 9251.5  0.7327
 9252.0  0.7264
 9252.5  0.7202
 9253.0  0.7145
 9253.5  0.7088
 9254.0  0.7031
 9254.5  0.6974
 9255.0  0.6917
 9255.5  0.6850
 9256.0  0.6783
 9256.5  0.6717
 9257.0  0.6650
 9257.5  0.6584
 9258.0  0.6509
 9258.5  0.6433
 9259.0  0.6358
 9259.5  0.6283
 9260.0  0.6208
 9260.5  0.6139
 9261.0  0.6069
 9261.5  0.5999
 9262.0  0.5930
 9262.5  0.5860
 9263.0  0.5792
 9263.5  0.5724
 9264.0  0.5657
 9264.5  0.5589
 9265.0  0.5521
 9265.5  0.5449
 9266.0  0.5377
 9266.5  0.5305
 9267.0  0.5232
 9267.5  0.5160
 9268.0  0.5090
 9268.5  0.5021
 9269.0  0.4950
 9269.5  0.4881
 9270.0  0.4812
 9270.5  0.4742
 9271.0  0.4672
 9271.5  0.4602
 9272.0  0.4532
 9272.5  0.4463
 9273.0  0.4388
 9273.5  0.4312
 9274.0  0.4237
 9274.5  0.4162
 9275.0  0.4087
 9275.5  0.4014
 9276.0  0.3940
 9276.5  0.3867
 9277.0  0.3794
 9277.5  0.3722
 9278.0  0.3645
 9278.5  0.3568
 9279.0  0.3491
 9279.5  0.3414
 9280.0  0.3338
 9280.5  0.3272
 9281.0  0.3205
 9281.5  0.3139
 9282.0  0.3073
 9282.5  0.3008
 9283.0  0.2933
 9283.5  0.2858
 9284.0  0.2783
 9284.5  0.2708
 9285.0  0.2633
 9285.5  0.2572
 9286.0  0.2510
 9286.5  0.2449
 9287.0  0.2388
 9287.5  0.2326
 9288.0  0.2266
 9288.5  0.2206
 9289.0  0.2145
 9289.5  0.2085
 9290.0  0.2024
 9290.5  0.1969
 9291.0  0.1913
 9291.5  0.1859
 9292.0  0.1803
 9292.5  0.1748
 9293.0  0.1695
 9293.5  0.1643
 9294.0  0.1590
 9294.5  0.1537
 9295.0  0.1484
 9295.5  0.1437
 9296.0  0.1389
 9296.5  0.1342
 9297.0  0.1295
 9297.5  0.1248
 9298.0  0.1207
 9298.5  0.1166
 9299.0  0.1126
 9299.5  0.1085
 9300.0  0.1044
 9300.5  0.1012
 9301.0  0.0980
 9301.5  0.0948
 9302.0  0.0915
 9302.5  0.0883
 9303.0  0.0849
 9303.5  0.0816
 9304.0  0.0783
 9304.5  0.0750
 9305.0  0.0718
 9305.5  0.0694
 9306.0  0.0671
 9306.5  0.0648
 9307.0  0.0624
 9307.5  0.0601
 9308.0  0.0573
 9308.5  0.0545
 9309.0  0.0518
 9309.5  0.0490
 9310.0  0.0462
 9310.5  0.0450
 9311.0  0.0437
 9311.5  0.0425
 9312.0  0.0413
 9312.5  0.0400
 9313.0  0.0386
 9313.5  0.0372
 9314.0  0.0358
 9314.5  0.0344
 9315.0  0.0329
 9315.5  0.0312
 9316.0  0.0294
 9316.5  0.0277
 9317.0  0.0260
 9317.5  0.0244
 9318.0  0.0240
 9318.5  0.0237
 9319.0  0.0234
 9319.5  0.0231
 9320.0  0.0229
 9320.5  0.0220
 9321.0  0.0212
 9321.5  0.0204
 9322.0  0.0195
 9322.5  0.0187
 9323.0  0.0186
 9323.5  0.0184
 9324.0  0.0183
 9324.5  0.0181
 9325.0  0.0180
 9325.5  0.0171
 9326.0  0.0162
 9326.5  0.0154
 9327.0  0.0145
 9327.5  0.0137
 9328.0  0.0130
 9328.5  0.0123
 9329.0  0.0116
 9329.5  0.0109
 9330.0  0.0103
 9330.5  0.0099
 9331.0  0.0095
 9331.5  0.0092
 9332.0  0.0090
 9332.5  0.0091
 9333.0  0.0085
 9333.5  0.0079
 9334.0  0.0074
 9334.5  0.0070
 9335.0  0.0065
 9335.5  0.0063
 9336.0  0.0063
 9336.5  0.0063
 9337.0  0.0064
 9337.5  0.0066
 9338.0  0.0063
 9338.5  0.0062
 9339.0  0.0062
 9339.5  0.0061
 9340.0  0.0060
 9340.5  0.0055
 9341.0  0.0050
 9341.5  0.0045
 9342.0  0.0043
 9342.5  0.0043
 9343.0  0.0040
 9343.5  0.0037
 9344.0  0.0035
 9344.5  0.0034
 9345.0  0.0034
 9345.5  0.0037
 9346.0  0.0039
 9346.5  0.0042
 9347.0  0.0045
 9347.5  0.0048
 9348.0  0.0043
 9348.5  0.0039
 9349.0  0.0035
 9349.5  0.0032
 9350.0  0.0029
 9350.5  0.0031
 9351.0  0.0032
 9351.5  0.0034
 9352.0  0.0036
 9352.5  0.0039
 9353.0  0.0039
 9353.5  0.0041
 9354.0  0.0042
 9354.5  0.0043
 9355.0  0.0045
 9355.5  0.0042
 9356.0  0.0040
 9356.5  0.0038
 9357.0  0.0040
 9357.5  0.0041
 9358.0  0.0036
 9358.5  0.0033
 9359.0  0.0030
 9359.5  0.0032
 9360.0  0.0034
 9360.5  0.0027
 9361.0  0.0019
 9361.5  0.0016
 9362.0  0.0017
 9362.5  0.0018
 9363.0  0.0018
 9363.5  0.0018
 9364.0  0.0018
 9364.5  0.0018
 9365.0  0.0021
 9365.5  0.0022
 9366.0  0.0026
 9366.5  0.0031
 9367.0  0.0036
 9367.5  0.0042
 9368.0  0.0034
 9368.5  0.0027
 9369.0  0.0020
 9369.5  0.0016
 9370.0  0.0016
 9370.5  0.0016
 9371.0  0.0017
 9371.5  0.0020
 9372.0  0.0025
 9372.5  0.0030
 9373.0  0.0026
 9373.5  0.0023
 9374.0  0.0023
 9374.5  0.0023
 9375.0  0.0024
 9375.5  0.0022
 9376.0  0.0020
 9376.5  0.0018
 9377.0  0.0016
 9377.5  0.0013
 9378.0  0.0014
 9378.5  0.0015
 9379.0  0.0016
 9379.5  0.0018
 9380.0  0.0020
 9380.5  0.0019
 9381.0  0.0019
 9381.5  0.0018
 9382.0  0.0018
 9382.5  0.0017
 9383.0  0.0014
 9383.5  0.0011
 9384.0  0.0010
 9384.5  0.0009
 9385.0  0.0008
 9385.5  0.0010
 9386.0  0.0013
 9386.5  0.0018
 9387.0  0.0025
 9387.5  0.0033
 9388.0  0.0029
 9388.5  0.0024
 9389.0  0.0020
 9389.5  0.0016
 9390.0  0.0012
 9390.5  0.0012
 9391.0  0.0012
 9391.5  0.0014
 9392.0  0.0016
 9392.5  0.0019
 9393.0  0.0017
 9393.5  0.0023
 9394.0  0.0030
 9394.5  0.0037
 9395.0  0.0043
 9395.5  0.0035
 9396.0  0.0027
 9396.5  0.0020
 9397.0  0.0014
 9397.5  0.0009
 9398.0  0.0011
 9398.5  0.0013
 9399.0  0.0016
 9399.5  0.0019
 9400.0  0.0023
 9400.5  0.0017
 9401.0  0.0014
 9401.5  0.0014
 9402.0  0.0014
 9402.5  0.0014
 9403.0  0.0010
 9403.5  0.0008
 9404.0  0.0006
 9404.5  0.0005
 9405.0  0.0004
 9405.5  0.0003
 9406.0  0.0002
 9406.5  0.0004
 9407.0  0.0006
 9407.5  0.0009
 9408.0  0.0008
 9408.5  0.0008
 9409.0  0.0009
 9409.5  0.0011
 9410.0  0.0013
 9410.5  0.0010
 9411.0  0.0007
 9411.5  0.0005
 9412.0  0.0006
 9412.5  0.0007
 9413.0  0.0005
 9413.5  0.0003
 9414.0  0.0002
 9414.5  0.0002
 9415.0  0.0002
 9415.5  0.0003
 9416.0  0.0005
 9416.5  0.0007
 9417.0  0.0010
 9417.5  0.0013
 9418.0  0.0009
 9418.5  0.0005
 9419.0  0.0002
 9419.5  0.0003
 9420.0  0.0005
 9420.5  0.0004
 9421.0  0.0003
 9421.5  0.0003
 9422.0  0.0003
 9422.5  0.0005
 9423.0  0.0005
 9423.5  0.0005
 9424.0  0.0011
 9424.5  0.0018
 9425.0  0.0025
 9425.5  0.0019
 9426.0  0.0013
 9426.5  0.0007
 9427.0  0.0003
 9427.5  0.0006
 9428.0  0.0003
 9428.5  0.0001
 9429.0  0.0001
 9429.5  0.0002
 9430.0  0.0003
 9430.5  0.0004
 9431.0  0.0006
 9431.5  0.0007
 9432.0  0.0008
 9432.5  0.0011
 9433.0  0.0011
 9433.5  0.0011
 9434.0  0.0011
 9434.5  0.0014
 9435.0  0.0018
 9435.5  0.0016
 9436.0  0.0016
 9436.5  0.0015
 9437.0  0.0016
 9437.5  0.0016
 9438.0  0.0016
 9438.5  0.0018
 9439.0  0.0020
 9439.5  0.0022
 9440.0  0.0025
 9440.5  0.0023
 9441.0  0.0021
 9441.5  0.0019
 9442.0  0.0017
 9442.5  0.0015
 9443.0  0.0009
 9443.5  0.0008
 9444.0  0.0006
 9444.5  0.0006
 9445.0  0.0006
 9445.5  0.0006
 9446.0  0.0007
 9446.5  0.0007
 9447.0  0.0008
 9447.5  0.0008
 9448.0  0.0008
 9448.5  0.0010
 9449.0  0.0011
 9449.5  0.0013
 9450.0  0.0016
 9450.5  0.0014
 9451.0  0.0013
 9451.5  0.0012
 9452.0  0.0011
 9452.5  0.0011
 9453.0  0.0009
 9453.5  0.0008
 9454.0  0.0008
 9454.5  0.0008
 9455.0  0.0009
 9455.5  0.0008
 9456.0  0.0009
 9456.5  0.0012
 9457.0  0.0015
 9457.5  0.0018
 9458.0  0.0015
 9458.5  0.0011
 9459.0  0.0010
 9459.5  0.0012
 9460.0  0.0015
 9460.5  0.0014
 9461.0  0.0014
 9461.5  0.0014
 9462.0  0.0015
 9462.5  0.0015
 9463.0  0.0013
 9463.5  0.0012
 9464.0  0.0012
 9464.5  0.0012
 9465.0  0.0014
 9465.5  0.0013
 9466.0  0.0012
 9466.5  0.0012
 9467.0  0.0013
 9467.5  0.0016
 9468.0  0.0018
 9468.5  0.0021
 9469.0  0.0023
 9469.5  0.0026
 9470.0  0.0028
 9470.5  0.0023
 9471.0  0.0019
 9471.5  0.0015
 9472.0  0.0013
 9472.5  0.0013
 9473.0  0.0013
 9473.5  0.0012
 9474.0  0.0011
 9474.5  0.0012
 9475.0  0.0013
 9475.5  0.0012
 9476.0  0.0012
 9476.5  0.0014
 9477.0  0.0015
 9477.5  0.0017
 9478.0  0.0016
 9478.5  0.0016
 9479.0  0.0019
 9479.5  0.0024
 9480.0  0.0029
 9480.5  0.0024
 9481.0  0.0019
 9481.5  0.0015
 9482.0  0.0012
 9482.5  0.0011
 9483.0  0.0009
 9483.5  0.0007
 9484.0  0.0005
 9484.5  0.0005
 9485.0  0.0005
 9485.5  0.0004
 9486.0  0.0004
 9486.5  0.0004
 9487.0  0.0005
 9487.5  0.0007
 9488.0  0.0005
 9488.5  0.0003
 9489.0  0.0003
 9489.5  0.0006
 9490.0  0.0010
 9490.5  0.0007
 9491.0  0.0007
 9491.5  0.0007
 9492.0  0.0008
 9492.5  0.0010
 9493.0  0.0007
 9493.5  0.0007
 9494.0  0.0012
 9494.5  0.0019
 9495.0  0.0026
 9495.5  0.0017
 9496.0  0.0009
 9496.5  0.0006
 9497.0  0.0005
 9497.5  0.0006
 9498.0  0.0005
 9498.5  0.0004
 9499.0  0.0003
 9499.5  0.0003
 9500.0  0.0004
