# wavelength[angstrom]  transmittance
 9000.0  0.0012
 9000.5  0.0011
 9001.0  0.0010
 9001.5  0.0010
 9002.0  0.0011
 9002.5  0.0014
 9003.0  0.0017
 9003.5  0.0021
 9004.0  0.0025
 9004.5  0.0029
 9005.0  0.0034
 9005.5  0.0023
 9006.0  0.0013
 9006.5  0.0003
 9007.0  0.0002
 9007.5  0.0003
 9008.0  0.0004
 9008.5  0.0009
 9009.0  0.0014
 9009.5  0.0021
 9010.0  0.0029
 9010.5  0.0021
 9011.0  0.0014
 9011.5  0.0008
 9012.0  0.0003
 9012.5  0.0001
 9013.0  0.0001
 9013.5  0.0004
 9014.0  0.0012
 9014.5  0.0020
 9015.0  0.0028
 9015.5  0.0021
 9016.0  0.0014
 9016.5  0.0008
 9017.0  0.0004
 9017.5  0.0006
 9018.0  0.0003
 9018.5  0.0009
 9019.0  0.0017
 9019.5  0.0026
 9020.0  0.0035
 9020.5  0.0025
 9021.0  0.0015
 9021.5  0.0009
 9022.0  0.0010
 9022.5  0.0016
 9023.0  0.0016
 9023.5  0.0016
 9024.0  0.0018
 9024.5  0.0020
 9025.0  0.0024
 9025.5  0.0018
 9026.0  0.0011
 9026.5  0.0006
 9027.0  0.0002
 9027.5  0.0001
 9028.0  0.0004
 9028.5  0.0010
 9029.0  0.0017
 9029.5  0.0024
 9030.0  0.0031
 9030.5  0.0026
 9031.0  0.0021
 9031.5  0.0017
 9032.0  0.0019
 9032.5  0.0023
 9033.0  0.0022
 9033.5  0.0022
 9034.0  0.0022
 9034.5  0.0023
 9035.0  0.0025
 9035.5  0.0020
 9036.0  0.0016
 9036.5  0.0015
 9037.0  0.0014
 9037.5  0.0015
 9038.0  0.0012
 9038.5  0.0012
 9039.0  0.0016
 9039.5  0.0023
 9040.0  0.0029
 9040.5  0.0028
 9041.0  0.0027
 9041.5  0.0026
 9042.0  0.0028
 9042.5  0.0031
 9043.0  0.0022
 9043.5  0.0015
 9044.0  0.0011
 9044.5  0.0009
 9045.0  0.0009
 9045.5  0.0009
 9046.0  0.0009
 9046.5  0.0012
 9047.0  0.0017
 9047.5  0.0029
 9048.0  0.0027
 9048.5  0.0028
 9049.0  0.0031
 9049.5  0.0033
 9050.0  0.0036
 9050.5  0.0030
 9051.0  0.0025
 9051.5  0.0022
 9052.0  0.0021
 9052.5  0.0022
 9053.0  0.0020
 9053.5  0.0019
 9054.0  0.0017
 9054.5  0.0016
 9055.0  0.0016
 9055.5  0.0016
 9056.0  0.0016
 9056.5  0.0016
 9057.0  0.0017
 9057.5  0.0017
 9058.0  0.0020
 9058.5  0.0025
 9059.0  0.0030
 9059.5  0.0035
 9060.0  0.0040
 9060.5  0.0037
 9061.0  0.0035
 9061.5  0.0034
 9062.0  0.0035
 9062.5  0.0037
 9063.0  0.0037
 9063.5  0.0037
 9064.0  0.0038
 9064.5  0.0038
 9065.0  0.0039
 9065.5  0.0034
 9066.0  0.0030
 9066.5  0.0026
 9067.0  0.0022
 9067.5  0.0019
 9068.0  0.0022
 9068.5  0.0028
 9069.0  0.0035
 9069.5  0.0043
 9070.0  0.0050
 9070.5  0.0050
 9071.0  0.0051
 9071.5  0.0051
 9072.0  0.0056
 9072.5  0.0060
 9073.0  0.0056
 9073.5  0.0051
 9074.0  0.0047
 9074.5  0.0044
 9075.0  0.0043
 9075.5  0.0049
 9076.0  0.0058
 9076.5  0.0067
 9077.0  0.0077
 9077.5  0.0087
 9078.0  0.0087
 9078.5  0.0087
 9079.0  0.0088
 9079.5  0.0089
 9080.0  0.0090
 9080.5  0.0090
 9081.0  0.0091
 9081.5  0.0092
 9082.0  0.0094
 9082.5  0.0096
 9083.0  0.0101
 9083.5  0.0107
 9084.0  0.0112
 9084.5  0.0118
 9085.0  0.0124
 9085.5  0.0130
 9086.0  0.0137
 9086.5  0.0144
 9087.0  0.0151
 9087.5  0.0159
 9088.0  0.0163
 9088.5  0.0168
 9089.0  0.0172
 9089.5  0.0177
 9090.0  0.0181
 9090.5  0.0191
 9091.0  0.0201
 9091.5  0.0211
 9092.0  0.0220
 9092.5  0.0230
 9093.0  0.0232
 9093.5  0.0234
 9094.0  0.0236
 9094.5  0.0238
 9095.0  0.0240
 9095.5  0.0260
 9096.0  0.0281
 9096.5  0.0301
 9097.0  0.0321
 9097.5  0.0342
 9098.0  0.0356
