# wavelength[angstrom]  transmittance
 7767.5  0.9337
 7771.9  0.9342
 7776.3  0.9336
 7780.7  0.9334
 7785.2  0.9331
 7789.6  0.9332
 7794.0  0.9332
 7798.4  0.9328
 7802.9  0.9328
 7807.3  0.9323
 7811.7  0.9317
 7816.1  0.9317
 7820.6  0.9309
 7825.0  0.9316
 7829.4  0.9306
 7833.9  0.9311
 7838.3  0.9302
 7842.7  0.9301
 7847.1  0.9307
 7851.6  0.9309
 7856.0  0.9311
 7860.4  0.9313
 7864.9  0.9305
 7869.3  0.9310
 7873.7  0.9310
 7878.2  0.9306
 7882.6  0.9307
 7887.0  0.9313
 7891.5  0.9320
 7895.9  0.9319
 7900.3  0.9312
 7904.8  0.9320
 7909.2  0.9314
 7913.6  0.9322
 7918.1  0.9322
 7922.5  0.9325
 7926.9  0.9325
 7931.4  0.9332
 7935.8  0.9338
 7940.2  0.9343
 7944.7  0.9347
 7949.1  0.9351
 7953.5  0.9354
 7958.0  0.9360
 7962.4  0.9364
 7966.8  0.9367
 7971.3  0.9368
 7975.7  0.9372
 7980.2  0.9376
 7984.6  0.9378
 7989.0  0.9380
 7993.5  0.9374
 7997.9  0.9382
 8002.4  0.9375
 8006.8  0.9376
 8011.2  0.9375
 8015.7  0.9366
 8020.1  0.9371
 8024.6  0.9369
 8029.0  0.9369
 8033.4  0.9366
 8037.9  0.9360
 8042.3  0.9350
 8046.8  0.9353
 8051.2  0.9347
 8055.7  0.9343
 8060.1  0.9338
 8064.5  0.9330
 8069.0  0.9322
 8073.4  0.9321
 8077.9  0.9310
 8082.3  0.9315
 8086.8  0.9310
 8091.2  0.9301
 8095.7  0.9309
 8100.1  0.9295
 8104.6  0.9295
 8109.0  0.9304
 8113.4  0.9289
 8117.9  0.9296
 8122.3  0.9308
 8126.8  0.9309
 8131.2  0.9305
 8135.7  0.9303
 8140.1  0.9314
 8144.6  0.9317
 8149.0  0.9317
 8153.5  0.9310
 8157.9  0.9313
 8162.4  0.9315
 8166.8  0.9313
 8171.3  0.9312
 8175.7  0.9313
 8180.2  0.9315
 8184.6  0.9310
 8189.1  0.9298
 8193.5  0.9300
 8198.0  0.9305
 8202.5  0.9307
 8206.9  0.9302
 8211.4  0.9302
 8215.8  0.9290
 8220.3  0.9299
 8224.7  0.9289
 8229.2  0.9288
 8233.6  0.9283
 8238.1  0.9268
 8242.5  0.9267
 8247.0  0.9262
 8251.4  0.9253
 8255.9  0.9256
 8260.4  0.9244
 8264.8  0.9248
 8269.3  0.9246
 8273.7  0.9236
 8278.2  0.9234
 8282.6  0.9238
 8287.1  0.9239
 8291.6  0.9238
 8296.0  0.9231
 8300.5  0.9237
 8304.9  0.9250
 8309.4  0.9239
 8313.9  0.9257
 8318.3  0.9253
 8322.8  0.9250
 8327.2  0.9251
 8331.7  0.9257
 8336.2  0.9257
 8340.6  0.9254
 8345.1  0.9252
 8349.5  0.9250
 8354.0  0.9243
 8358.5  0.9234
 8362.9  0.9235
 8367.4  0.9227
 8371.9  0.9218
 8376.3  0.9214
 8380.8  0.9203
 8385.3  0.9191
 8389.7  0.9184
 8394.2  0.9181
 8398.6  0.9170
 8403.1  0.9166
 8407.6  0.9151
 8412.0  0.9134
 8416.5  0.9121
 8421.0  0.9095
 8425.4  0.9083
 8429.9  0.9064
 8434.4  0.9044
